/Users/engun/CLionProjects/PythonCppHomogeneousContainers/cmake-build-release/PythonCppHomogeneousContainers
Hello, World!
RSS(Mb): was:      5.449 now:      5.461 diff:     +0.012 Peak was:      5.449 now:      5.461 diff:     +0.012 test_vector_to_py_tuple<bool>
RSS(Mb): was:      5.461 now:      5.465 diff:     +0.004 Peak was:      5.461 now:      5.465 diff:     +0.004 test_vector_to_py_tuple<long>
RSS(Mb): was:      5.465 now:      5.465 diff:     +0.000 Peak was:      5.465 now:      5.465 diff:     +0.000 test_vector_to_py_tuple<double>
RSS(Mb): was:      5.465 now:      5.469 diff:     +0.004 Peak was:      5.465 now:      5.469 diff:     +0.004 test_py_tuple_to_vector<bool>
RSS(Mb): was:      5.469 now:      5.469 diff:     +0.000 Peak was:      5.469 now:      5.469 diff:     +0.000 test_py_tuple_to_vector<long>
RSS(Mb): was:      5.469 now:      5.469 diff:     +0.000 Peak was:      5.469 now:      5.469 diff:     +0.000 test_py_tuple_to_vector<double>
RSS(Mb): was:      5.469 now:      5.469 diff:     +0.000 Peak was:      5.469 now:      5.469 diff:     +0.000 test_vector_to_py_tuple_round_trip<bool>
RSS(Mb): was:      5.469 now:      5.484 diff:     +0.016 Peak was:      5.469 now:      5.484 diff:     +0.016 test_vector_to_py_tuple_round_trip<long>
RSS(Mb): was:      5.484 now:      5.484 diff:     +0.000 Peak was:      5.484 now:      5.484 diff:     +0.000 test_vector_to_py_tuple_round_trip<double>
RSS(Mb): was:      5.488 now:      5.488 diff:     +0.000 Peak was:      5.488 now:      5.488 diff:     +0.000 test_py_tuple_to_vector_round_trip<bool>
RSS(Mb): was:      5.488 now:      5.508 diff:     +0.020 Peak was:      5.488 now:      5.508 diff:     +0.020 test_py_tuple_to_vector_round_trip<long>
RSS(Mb): was:      5.508 now:      5.523 diff:     +0.016 Peak was:      5.508 now:      5.523 diff:     +0.016 test_py_tuple_to_vector_round_trip<double>
RSS(Mb): was:      5.523 now:      5.633 diff:     +0.109 Peak was:      5.523 now:      5.633 diff:     +0.109 test_vector_string_to_py_tuple
RSS(Mb): was:      5.633 now:      5.637 diff:     +0.004 Peak was:      5.633 now:      5.637 diff:     +0.004 test_py_tuple_string_to_vector
RSS(Mb): was:      5.637 now:      5.672 diff:     +0.035 Peak was:      5.637 now:      5.672 diff:     +0.035 test_unordered_set_to_py_set<long>
RSS(Mb): was:      5.672 now:      5.676 diff:     +0.004 Peak was:      5.672 now:      5.676 diff:     +0.004 test_py_set_to_unordered_set<long>
RSS(Mb): was:      5.676 now:      5.684 diff:     +0.008 Peak was:      5.676 now:      5.684 diff:     +0.008 test_cpp_std_unordered_map_to_py_dict<double, double>
RSS(Mb): was:      5.684 now:      5.684 diff:     +0.000 Peak was:      5.684 now:      5.684 diff:     +0.000 test_py_dict_to_cpp_std_unordered_map<double, double>
====RSS(Mb): was:      5.367 now:      5.684 diff:     +0.316 Peak was:      5.367 now:      5.684 diff:     +0.316 ==== test_functional.cpp
RSS(Mb): was:      5.688 now:     10.949 diff:     +5.262 Peak was:      5.688 now:     10.949 diff:     +5.262 test_perf_vector_to_py_tuple<bool>
RSS(Mb): was:     10.949 now:     17.430 diff:     +6.480 Peak was:     10.953 now:     34.625 diff:    +23.672 test_perf_vector_to_py_tuple<long>
RSS(Mb): was:     17.430 now:     17.676 diff:     +0.246 Peak was:     34.625 now:     34.625 diff:     +0.000 test_perf_vector_to_py_tuple<double>
RSS(Mb): was:     17.676 now:     18.250 diff:     +0.574 Peak was:     34.625 now:     34.625 diff:     +0.000 test_perf_py_tuple_to_vector<bool>
RSS(Mb): was:     18.250 now:     13.941 diff:     -4.309 Peak was:     34.625 now:     34.625 diff:     +0.000 test_perf_py_tuple_to_vector<long>
RSS(Mb): was:     13.941 now:     13.949 diff:     +0.008 Peak was:     34.625 now:     34.625 diff:     +0.000 test_perf_py_tuple_to_vector<double>
RSS(Mb): was:     13.949 now:    186.395 diff:   +172.445 Peak was:     34.625 now:   2634.395 diff:  +2599.770 test_perf_vector_string_to_py_tuple
RSS(Mb): was:    186.395 now:    169.137 diff:    -17.258 Peak was:   2634.395 now:   2634.395 diff:     +0.000 test_perf_py_tuple_string_to_vector
RSS(Mb): was:    169.137 now:    162.918 diff:     -6.219 Peak was:   2634.395 now:   2634.395 diff:     +0.000 test_perf_cpp_std_unordered_map_to_py_dict<double>
RSS(Mb): was:    162.918 now:     59.105 diff:   -103.812 Peak was:   2634.395 now:   2634.395 diff:     +0.000 test_perf_py_dict_to_cpp_std_unordered_map<double>
RSS(Mb): was:     59.105 now:    192.797 diff:   +133.691 Peak was:   2634.395 now:   5231.465 diff:  +2597.070 test_cpp_std_unordered_map_to_py_dict_string
RSS(Mb): was:    192.797 now:    214.270 diff:    +21.473 Peak was:   5231.465 now:   5231.465 diff:     +0.000 test_perf_vector_string_to_py_tuple_multiple
====RSS(Mb): was:      5.688 now:    214.270 diff:   +208.582 Peak was:      5.688 now:   5231.465 diff:  +5225.777 ==== test_performance.cpp
RSS(Mb): was:    214.270 now:    204.078 diff:    -10.191 Peak was:   5231.465 now:   5231.465 diff:     +0.000 test_memory_py_tuple
RSS(Mb): was:    204.078 now:    223.965 diff:    +19.887 Peak was:   5231.465 now:   5231.465 diff:     +0.000 test_memory_py_dict
RSS(Mb): was:    223.965 now:    180.730 diff:    -43.234 Peak was:   5231.465 now:   5231.465 diff:     +0.000 test_memory_vector_string_to_py_tuple(1024, 2048, 512, 1<<16)
====RSS(Mb): was:    214.270 now:    180.730 diff:    -33.539 Peak was:   5231.465 now:   5231.465 diff:     +0.000 ==== test_memory.cpp
Number of tests: 372
REGEX_HEAD: "HEAD:\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)"
REGEX_TEST: "TEST:\s+(\d+)\s+(\d+)\s+([0-9+-.]+)\s+([0-9+-.]+)\s+(\d+)\s+([0-9+-.]+)\s+(\S+)"
REGEX_TAIL: "TAIL:\s+(.+)"
HEAD: Fail   Scale  Repeat         Time(s)     Std.Dev.(s)         Min.(s)         Max.(s)     Count      Rate(/s) Name
TEST:    0  131072       1     0.000829097             N/A             N/A             N/A         1        1206.1 test_py_tuple_to_vector<bool>
TEST:    0  524288       1     0.003581185             N/A             N/A             N/A         1         279.2 test_py_tuple_to_vector<bool>
TEST:    0       2       1     0.000000688             N/A             N/A             N/A         1     1452432.8 test_py_tuple_to_vector<long>
TEST:    0       8       1     0.000000220             N/A             N/A             N/A         1     4555808.7 test_py_tuple_to_vector<long>
TEST:    0      32       1     0.000000653             N/A             N/A             N/A         1     1530221.9 test_py_tuple_to_vector<long>
TEST:    0     128       1     0.000001885             N/A             N/A             N/A         1      530363.3 test_py_tuple_to_vector<long>
TEST:    0     512       1     0.000005552             N/A             N/A             N/A         1      180131.5 test_py_tuple_to_vector<long>
TEST:    0    2048       1     0.000030053             N/A             N/A             N/A         1       33275.1 test_py_tuple_to_vector<long>
TEST:    0    8192       1     0.000125739             N/A             N/A             N/A         1        7953.0 test_py_tuple_to_vector<long>
TEST:    0   32768       1     0.000452740             N/A             N/A             N/A         1        2208.8 test_py_tuple_to_vector<long>
TEST:    0  131072       1     0.002192544             N/A             N/A             N/A         1         456.1 test_py_tuple_to_vector<long>
TEST:    0  524288       1     0.008293722             N/A             N/A             N/A         1         120.6 test_py_tuple_to_vector<long>
TEST:    0       2       1     0.000000370             N/A             N/A             N/A         1     2699055.3 test_py_tuple_to_vector<double>
TEST:    0       8       1     0.000000207             N/A             N/A             N/A         1     4842615.0 test_py_tuple_to_vector<double>
TEST:    0      32       1     0.000000430             N/A             N/A             N/A         1     2322880.4 test_py_tuple_to_vector<double>
TEST:    0     128       1     0.000001233             N/A             N/A             N/A         1      810701.3 test_py_tuple_to_vector<double>
TEST:    0     512       1     0.000004575             N/A             N/A             N/A         1      218555.3 test_py_tuple_to_vector<double>
TEST:    0    2048       1     0.000018129             N/A             N/A             N/A         1       55158.7 test_py_tuple_to_vector<double>
TEST:    0    8192       1     0.000122997             N/A             N/A             N/A         1        8130.2 test_py_tuple_to_vector<double>
TEST:    0   32768       1     0.000291087             N/A             N/A             N/A         1        3435.4 test_py_tuple_to_vector<double>
TEST:    0  131072       1     0.001672495             N/A             N/A             N/A         1         597.9 test_py_tuple_to_vector<double>
TEST:    0  524288       1     0.007091887             N/A             N/A             N/A         1         141.0 test_py_tuple_to_vector<double>
TEST:    0       2       1     0.000001614             N/A             N/A             N/A         1      619386.8 test_vector_string_to_py_tuple<std::string[8]>():[2]
TEST:    0       8       1     0.000000686             N/A             N/A             N/A         1     1458789.2 test_vector_string_to_py_tuple<std::string[8]>():[8]
TEST:    0      32       1     0.000001126             N/A             N/A             N/A         1      887705.3 test_vector_string_to_py_tuple<std::string[8]>():[32]
TEST:    0     128       1     0.000004358             N/A             N/A             N/A         1      229489.4 test_vector_string_to_py_tuple<std::string[8]>():[128]
TEST:    0     512       1     0.000008713             N/A             N/A             N/A         1      114777.6 test_vector_string_to_py_tuple<std::string[8]>():[512]
TEST:    0    2048       1     0.000033019             N/A             N/A             N/A         1       30286.1 test_vector_string_to_py_tuple<std::string[8]>():[2048]
TEST:    0    8192       1     0.000185595             N/A             N/A             N/A         1        5388.1 test_vector_string_to_py_tuple<std::string[8]>():[8192]
TEST:    0   32768       1     0.000582451             N/A             N/A             N/A         1        1716.9 test_vector_string_to_py_tuple<std::string[8]>():[32768]
TEST:    0  131072       1     0.003127176             N/A             N/A             N/A         1         319.8 test_vector_string_to_py_tuple<std::string[8]>():[131072]
TEST:    0  524288       1     0.017056216             N/A             N/A             N/A         1          58.6 test_vector_string_to_py_tuple<std::string[8]>():[524288]
TEST:    0       2       1     0.000002311             N/A             N/A             N/A         1      432806.8 test_vector_string_to_py_tuple<std::string[32]>():[2]
TEST:    0       8       1     0.000001062             N/A             N/A             N/A         1      941176.5 test_vector_string_to_py_tuple<std::string[32]>():[8]
TEST:    0      32       1     0.000001335             N/A             N/A             N/A         1      748783.2 test_vector_string_to_py_tuple<std::string[32]>():[32]
TEST:    0     128       1     0.000002544             N/A             N/A             N/A         1      393004.5 test_vector_string_to_py_tuple<std::string[32]>():[128]
TEST:    0     512       1     0.000008938             N/A             N/A             N/A         1      111888.1 test_vector_string_to_py_tuple<std::string[32]>():[512]
TEST:    0    2048       1     0.000035176             N/A             N/A             N/A         1       28428.9 test_vector_string_to_py_tuple<std::string[32]>():[2048]
TEST:    0    8192       1     0.000146695             N/A             N/A             N/A         1        6816.9 test_vector_string_to_py_tuple<std::string[32]>():[8192]
TEST:    0   32768       1     0.000591873             N/A             N/A             N/A         1        1689.6 test_vector_string_to_py_tuple<std::string[32]>():[32768]
TEST:    0  131072       1     0.005617569             N/A             N/A             N/A         1         178.0 test_vector_string_to_py_tuple<std::string[32]>():[131072]
TEST:    0  524288       1     0.025515962             N/A             N/A             N/A         1          39.2 test_vector_string_to_py_tuple<std::string[32]>():[524288]
TEST:    0       2       1     0.000003404             N/A             N/A             N/A         1      293815.2 test_vector_string_to_py_tuple<std::string[128]>():[2]
TEST:    0       8       1     0.000001109             N/A             N/A             N/A         1      902120.0 test_vector_string_to_py_tuple<std::string[128]>():[8]
TEST:    0      32       1     0.000001329             N/A             N/A             N/A         1      752728.6 test_vector_string_to_py_tuple<std::string[128]>():[32]
TEST:    0     128       1     0.000003529             N/A             N/A             N/A         1      283406.5 test_vector_string_to_py_tuple<std::string[128]>():[128]
TEST:    0     512       1     0.000012546             N/A             N/A             N/A         1       79703.5 test_vector_string_to_py_tuple<std::string[128]>():[512]
TEST:    0    2048       1     0.000051617             N/A             N/A             N/A         1       19373.6 test_vector_string_to_py_tuple<std::string[128]>():[2048]
TEST:    0    8192       1     0.000268394             N/A             N/A             N/A         1        3725.9 test_vector_string_to_py_tuple<std::string[128]>():[8192]
TEST:    0   32768       1     0.001536061             N/A             N/A             N/A         1         651.0 test_vector_string_to_py_tuple<std::string[128]>():[32768]
TEST:    0  131072       1     0.011168733             N/A             N/A             N/A         1          89.5 test_vector_string_to_py_tuple<std::string[128]>():[131072]
TEST:    0  524288       1     0.046399297             N/A             N/A             N/A         1          21.6 test_vector_string_to_py_tuple<std::string[128]>():[524288]
TEST:    0       2       1     0.000003707             N/A             N/A             N/A         1      269796.3 test_vector_string_to_py_tuple<std::string[512]>():[2]
TEST:    0       8       1     0.000001021             N/A             N/A             N/A         1      979911.8 test_vector_string_to_py_tuple<std::string[512]>():[8]
TEST:    0      32       1     0.000003461             N/A             N/A             N/A         1      288892.1 test_vector_string_to_py_tuple<std::string[512]>():[32]
TEST:    0     128       1     0.000011714             N/A             N/A             N/A         1       85371.6 test_vector_string_to_py_tuple<std::string[512]>():[128]
TEST:    0     512       1     0.000131685             N/A             N/A             N/A         1        7593.9 test_vector_string_to_py_tuple<std::string[512]>():[512]
TEST:    0    2048       1     0.000373968             N/A             N/A             N/A         1        2674.0 test_vector_string_to_py_tuple<std::string[512]>():[2048]
TEST:    0    8192       1     0.001577548             N/A             N/A             N/A         1         633.9 test_vector_string_to_py_tuple<std::string[512]>():[8192]
TEST:    0   32768       1     0.009146052             N/A             N/A             N/A         1         109.3 test_vector_string_to_py_tuple<std::string[512]>():[32768]
TEST:    0  131072       1     0.041559496             N/A             N/A             N/A         1          24.1 test_vector_string_to_py_tuple<std::string[512]>():[131072]
TEST:    0  524288       1     0.191533377             N/A             N/A             N/A         1           5.2 test_vector_string_to_py_tuple<std::string[512]>():[524288]
TEST:    0       2       1     0.000003659             N/A             N/A             N/A         1      273336.1 test_vector_string_to_py_tuple<std::string[2048]>():[2]
TEST:    0       8       1     0.000002665             N/A             N/A             N/A         1      375304.9 test_vector_string_to_py_tuple<std::string[2048]>():[8]
TEST:    0      32       1     0.000033520             N/A             N/A             N/A         1       29833.4 test_vector_string_to_py_tuple<std::string[2048]>():[32]
TEST:    0     128       1     0.000115127             N/A             N/A             N/A         1        8686.1 test_vector_string_to_py_tuple<std::string[2048]>():[128]
TEST:    0     512       1     0.000484844             N/A             N/A             N/A         1        2062.5 test_vector_string_to_py_tuple<std::string[2048]>():[512]
TEST:    0    2048       1     0.002190576             N/A             N/A             N/A         1         456.5 test_vector_string_to_py_tuple<std::string[2048]>():[2048]
TEST:    0    8192       1     0.008278284             N/A             N/A             N/A         1         120.8 test_vector_string_to_py_tuple<std::string[2048]>():[8192]
TEST:    0   32768       1     0.038587423             N/A             N/A             N/A         1          25.9 test_vector_string_to_py_tuple<std::string[2048]>():[32768]
TEST:    0  131072       1     0.174350967             N/A             N/A             N/A         1           5.7 test_vector_string_to_py_tuple<std::string[2048]>():[131072]
TEST:    0  524288       1     1.093300443             N/A             N/A             N/A         1           0.9 test_vector_string_to_py_tuple<std::string[2048]>():[524288]
TEST:    0       2       1     0.000000463             N/A             N/A             N/A         1     2162162.2 test_py_tuple_string_to_vector<std::string[8]>():[2]
TEST:    0       8       1     0.000000197             N/A             N/A             N/A         1     5063291.1 test_py_tuple_string_to_vector<std::string[8]>():[8]
TEST:    0      32       1     0.000000542             N/A             N/A             N/A         1     1846722.1 test_py_tuple_string_to_vector<std::string[8]>():[32]
TEST:    0     128       1     0.000001678             N/A             N/A             N/A         1      596125.2 test_py_tuple_string_to_vector<std::string[8]>():[128]
TEST:    0     512       1     0.000006009             N/A             N/A             N/A         1      166403.2 test_py_tuple_string_to_vector<std::string[8]>():[512]
TEST:    0    2048       1     0.000024121             N/A             N/A             N/A         1       41458.5 test_py_tuple_string_to_vector<std::string[8]>():[2048]
